	motifs_int	motifs_str	Rapports70to80merged	Rapports18
{18} {4,5,23,24,25,27,44} {3,4}	[{18}, {4, 5, 44, 23, 24, 25, 27}, {3, 4}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,wp_▁le} {pos_NOUN,feats_Gender=Masc}	0	12718
{18} {4,5,23,24,25,27,44} {4}	[{18}, {4, 5, 44, 23, 24, 25, 27}, {4}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,wp_▁le} {feats_Gender=Masc}	0	14867
{18} {4,5,23,24,25,27} {4,5}	[{18}, {4, 5, 23, 24, 25, 27}, {4, 5}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Gender=Masc,feats_Number=Sing}	0	14869
{18} {44} {4}	[{18}, {44}, {4}]	{pos_ADP} {wp_▁le} {feats_Gender=Masc}	0	14869
{18} {92} {4,92}	[{18}, {92}, {4, 92}]	{pos_ADP} {feats_Number=Plur} {feats_Gender=Masc,feats_Number=Plur}	0	12535
{18} {24,25,27} {3,5,26}	[{18}, {24, 25, 27}, {26, 3, 5}]	{pos_ADP} {pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem}	0	15032
{18} {24,27,92} {3,92}	[{18}, {24, 27, 92}, {3, 92}]	{pos_ADP} {pos_DET,feats_PronType=Art,feats_Number=Plur} {pos_NOUN,feats_Number=Plur}	0	15050
{18} {5,23,24,25,27} {4}	[{18}, {5, 23, 24, 25, 27}, {4}]	{pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Gender=Masc}	0	16588
{18} {4,5,23,24,25,27,44} {4,5}	[{18}, {4, 5, 44, 23, 24, 25, 27}, {4, 5}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,wp_▁le} {feats_Gender=Masc,feats_Number=Sing}	0	14851
{18} {92,881} {92}	[{18}, {881, 92}, {92}]	{pos_ADP} {feats_Number=Plur,wp_▁les} {feats_Number=Plur}	0	14792
{5,24} {3} {5}	[{24, 5}, {3}, {5}]	{feats_Number=Sing,pos_DET} {pos_NOUN} {feats_Number=Sing}	0	14358
{18} {23,24,25,27} {4,5}	[{18}, {24, 25, 27, 23}, {4, 5}]	{pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Gender=Masc,feats_Number=Sing}	0	16599
{18} {5,24,27} {4}	[{18}, {24, 27, 5}, {4}]	{pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Gender=Masc}	0	17653
{5,24,27} {5} {18}	[{24, 27, 5}, {5}, {18}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing} {pos_ADP}	0	15497
{26} {18} {5} {5}	[{26}, {18}, {5}, {5}]	{feats_Gender=Fem} {pos_ADP} {feats_Number=Sing} {feats_Number=Sing}	0	13163
{18} {5,24} {26}	[{18}, {24, 5}, {26}]	{pos_ADP} {feats_Number=Sing,pos_DET} {feats_Gender=Fem}	0	17442
{18} {23,24,25,27,92} {92}	[{18}, {23, 24, 25, 27, 92}, {92}]	{pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,feats_Number=Plur} {feats_Number=Plur}	0	14801
{18} {24,25,27} {3,26}	[{18}, {24, 25, 27}, {26, 3}]	{pos_ADP} {pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Gender=Fem}	0	18593
{18} {23,24,25,27,92} {3,92}	[{18}, {23, 24, 25, 27, 92}, {3, 92}]	{pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,feats_Number=Plur} {pos_NOUN,feats_Number=Plur}	0	13771
{18} {4,5,23,24,25,27,43,44} {4,5}	[{18}, {4, 5, 43, 44, 23, 24, 25, 27}, {4, 5}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,dep_le,wp_▁le} {feats_Gender=Masc,feats_Number=Sing}	0	12227
{18} {23,24,25,27,92,881} {3}	[{18}, {881, 23, 24, 25, 27, 92}, {3}]	{pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,feats_Number=Plur,wp_▁les} {pos_NOUN}	0	13765
{24} {4} {18}	[{24}, {4}, {18}]	{pos_DET} {feats_Gender=Masc} {pos_ADP}	0	13756
{18} {4,5,44} {5}	[{18}, {4, 5, 44}, {5}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing,wp_▁le} {feats_Number=Sing}	0	14923
{18} {4,5,24,25,27} {3,4}	[{18}, {4, 5, 24, 25, 27}, {3, 4}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc}	0	12731
{18} {24,25,27} {3,5}	[{18}, {24, 25, 27}, {3, 5}]	{pos_ADP} {pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	3862	21678
{5,23,24,25,27} {3,5} {18}	[{5, 23, 24, 25, 27}, {3, 5}, {18}]	{feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing} {pos_ADP}	0	13548
{18} {24,25,27} {26}	[{18}, {24, 25, 27}, {26}]	{pos_ADP} {pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Gender=Fem}	3185	19248
{18} {4,5} {3,4}	[{18}, {4, 5}, {3, 4}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing} {pos_NOUN,feats_Gender=Masc}	0	14632
{3} {18} {24,27} {5}	[{3}, {18}, {24, 27}, {5}]	{pos_NOUN} {pos_ADP} {pos_DET,feats_PronType=Art} {feats_Number=Sing}	0	14157
{18} {5} {5} {5}	[{18}, {5}, {5}, {5}]	{pos_ADP} {feats_Number=Sing} {feats_Number=Sing} {feats_Number=Sing}	0	12381
{18} {5} {3,4}	[{18}, {5}, {3, 4}]	{pos_ADP} {feats_Number=Sing} {pos_NOUN,feats_Gender=Masc}	0	16669
{18} {5,24} {5,26}	[{18}, {24, 5}, {26, 5}]	{pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing,feats_Gender=Fem}	0	17438
{18} {24,27} {3,4,5}	[{18}, {24, 27}, {3, 4, 5}]	{pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc,feats_Number=Sing}	0	15730
{18} {5} {3,5,26}	[{18}, {5}, {26, 3, 5}]	{pos_ADP} {feats_Number=Sing} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem}	0	16897
{3} {18} {5,24,27} {3}	[{3}, {18}, {24, 27, 5}, {3}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN}	0	12843
{3} {17,18} {5} {5}	[{3}, {17, 18}, {5}, {5}]	{pos_NOUN} {lemma_de,pos_ADP} {feats_Number=Sing} {feats_Number=Sing}	0	12714
{26} {18} {5}	[{26}, {18}, {5}]	{feats_Gender=Fem} {pos_ADP} {feats_Number=Sing}	0	17168
{17,18,728,730} {24,27} {3}	[{728, 17, 18, 730}, {24, 27}, {3}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {pos_DET,feats_PronType=Art} {pos_NOUN}	0	19475
{18} {4,5,44} {4,5}	[{18}, {4, 5, 44}, {4, 5}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing,wp_▁le} {feats_Gender=Masc,feats_Number=Sing}	0	14852
{18} {23,24,25,27} {3,4}	[{18}, {24, 25, 27, 23}, {3, 4}]	{pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc}	0	18697
{18} {5,23,24,25,27} {3,4}	[{18}, {5, 23, 24, 25, 27}, {3, 4}]	{pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc}	0	14661
{18} {4,5,24,25,27} {3,4,5}	[{18}, {4, 5, 24, 25, 27}, {3, 4, 5}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc,feats_Number=Sing}	0	12716
{18} {24,92} {3}	[{18}, {24, 92}, {3}]	{pos_ADP} {pos_DET,feats_Number=Plur} {pos_NOUN}	0	16178
{18} {4,5,44} {3,4,5}	[{18}, {4, 5, 44}, {3, 4, 5}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing,wp_▁le} {pos_NOUN,feats_Gender=Masc,feats_Number=Sing}	0	12704
{18} {4} {5}	[{18}, {4}, {5}]	{pos_ADP} {feats_Gender=Masc} {feats_Number=Sing}	0	17547
{18} {5,24,27} {26}	[{18}, {24, 27, 5}, {26}]	{pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Gender=Fem}	0	16778
{5} {5} {5,11}	[{5}, {5}, {11, 5}]	{feats_Number=Sing} {feats_Number=Sing} {feats_Number=Sing,pos_ADJ}	0	12537
{18} {24,25,27} {3,4}	[{18}, {24, 25, 27}, {3, 4}]	{pos_ADP} {pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc}	0	18698
{17,18,728,730} {5,23,24,25,27} {3,5}	[{728, 17, 18, 730}, {5, 23, 24, 25, 27}, {3, 5}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	0	14853
{18} {44} {4,5}	[{18}, {44}, {4, 5}]	{pos_ADP} {wp_▁le} {feats_Gender=Masc,feats_Number=Sing}	0	14853
{5,24,27} {3,5} {5}	[{24, 27, 5}, {3, 5}, {5}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing} {feats_Number=Sing}	0	13315
{18} {4,5,24} {3}	[{18}, {24, 4, 5}, {3}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing,pos_DET} {pos_NOUN}	0	14482
{18} {4,5,44} {4}	[{18}, {4, 5, 44}, {4}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing,wp_▁le} {feats_Gender=Masc}	0	14868
{18} {5,24,27} {3,26}	[{18}, {24, 27, 5}, {26, 3}]	{pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Fem}	0	16032
{18} {5,24,27} {3,5,26}	[{18}, {24, 27, 5}, {26, 3, 5}]	{pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem}	0	16030
{18} {5,24,26} {5}	[{18}, {24, 26, 5}, {5}]	{pos_ADP} {feats_Number=Sing,pos_DET,feats_Gender=Fem} {feats_Number=Sing}	0	12808
{26} {18} {24} {3}	[{26}, {18}, {24}, {3}]	{feats_Gender=Fem} {pos_ADP} {pos_DET} {pos_NOUN}	0	13001
{5} {18} {24,27} {3}	[{5}, {18}, {24, 27}, {3}]	{feats_Number=Sing} {pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN}	0	14744
{3} {18} {24,27} {3}	[{3}, {18}, {24, 27}, {3}]	{pos_NOUN} {pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN}	0	14355
{18} {4,5,24,27} {3,4}	[{18}, {24, 27, 4, 5}, {3, 4}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc}	0	13966
{18} {24,27,92} {92}	[{18}, {24, 27, 92}, {92}]	{pos_ADP} {pos_DET,feats_PronType=Art,feats_Number=Plur} {feats_Number=Plur}	0	16195
{18} {5,24,25,27} {4}	[{18}, {24, 25, 27, 5}, {4}]	{pos_ADP} {feats_Number=Sing,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Gender=Masc}	0	16589
{18} {24,27,92} {3}	[{18}, {24, 27, 92}, {3}]	{pos_ADP} {pos_DET,feats_PronType=Art,feats_Number=Plur} {pos_NOUN}	0	15051
{18} {4,5} {3}	[{18}, {4, 5}, {3}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing} {pos_NOUN}	0	14662
{18} {5,24,25,27} {3,4}	[{18}, {24, 25, 27, 5}, {3, 4}]	{pos_ADP} {feats_Number=Sing,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc}	0	14662
{18} {5,24} {4,5}	[{18}, {24, 5}, {4, 5}]	{pos_ADP} {feats_Number=Sing,pos_DET} {feats_Gender=Masc,feats_Number=Sing}	0	18329
{24} {5} {17}	[{24}, {5}, {17}]	{pos_DET} {feats_Number=Sing} {lemma_de}	0	12962
{5} {18} {5} {3}	[{5}, {18}, {5}, {3}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing} {pos_NOUN}	0	14142
{18} {5,26} {3}	[{18}, {26, 5}, {3}]	{pos_ADP} {feats_Number=Sing,feats_Gender=Fem} {pos_NOUN}	0	12197
{18} {4} {3}	[{18}, {4}, {3}]	{pos_ADP} {feats_Gender=Masc} {pos_NOUN}	0	14920
{730} {24} {26}	[{730}, {24}, {26}]	{wp_▁de} {pos_DET} {feats_Gender=Fem}	0	14357
{5} {3,5} {5}	[{5}, {3, 5}, {5}]	{feats_Number=Sing} {pos_NOUN,feats_Number=Sing} {feats_Number=Sing}	0	15126
{18} {5,24} {3,4}	[{18}, {24, 5}, {3, 4}]	{pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN,feats_Gender=Masc}	0	16483
{18} {4,5,23,24,25,27,44} {5}	[{18}, {4, 5, 44, 23, 24, 25, 27}, {5}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,wp_▁le} {feats_Number=Sing}	0	14922
{26} {18} {24}	[{26}, {18}, {24}]	{feats_Gender=Fem} {pos_ADP} {pos_DET}	0	14349
{3} {18} {5,24} {3}	[{3}, {18}, {24, 5}, {3}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN}	0	13562
{3} {18} {24} {3,5}	[{3}, {18}, {24}, {3, 5}]	{pos_NOUN} {pos_ADP} {pos_DET} {pos_NOUN,feats_Number=Sing}	0	13562
{18} {24} {5,26}	[{18}, {24}, {26, 5}]	{pos_ADP} {pos_DET} {feats_Number=Sing,feats_Gender=Fem}	0	17439
{18} {24,25,27} {4,5}	[{18}, {24, 25, 27}, {4, 5}]	{pos_ADP} {pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Gender=Masc,feats_Number=Sing}	0	16600
{18} {4,24} {3,4,5}	[{18}, {24, 4}, {3, 4, 5}]	{pos_ADP} {feats_Gender=Masc,pos_DET} {pos_NOUN,feats_Gender=Masc,feats_Number=Sing}	0	14466
{18} {4,5,23,24,25,27} {5}	[{18}, {4, 5, 23, 24, 25, 27}, {5}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing}	0	14940
{18} {92} {92}	[{18}, {92}, {92}]	{pos_ADP} {feats_Number=Plur} {feats_Number=Plur}	0	19219
{18} {24} {3,92}	[{18}, {24}, {3, 92}]	{pos_ADP} {pos_DET} {pos_NOUN,feats_Number=Plur}	0	16181
{730} {24,27} {5}	[{730}, {24, 27}, {5}]	{wp_▁de} {pos_DET,feats_PronType=Art} {feats_Number=Sing}	0	17338
{26} {18} {24,27}	[{26}, {18}, {24, 27}]	{feats_Gender=Fem} {pos_ADP} {pos_DET,feats_PronType=Art}	0	13276
{18} {5,26} {26}	[{18}, {26, 5}, {26}]	{pos_ADP} {feats_Number=Sing,feats_Gender=Fem} {feats_Gender=Fem}	0	14443
{18} {92} {3,92}	[{18}, {92}, {3, 92}]	{pos_ADP} {feats_Number=Plur} {pos_NOUN,feats_Number=Plur}	0	17040
{18} {24,27} {5,26}	[{18}, {24, 27}, {26, 5}]	{pos_ADP} {pos_DET,feats_PronType=Art} {feats_Number=Sing,feats_Gender=Fem}	0	16779
{18} {4,5,24} {4,5}	[{18}, {24, 4, 5}, {4, 5}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing,pos_DET} {feats_Gender=Masc,feats_Number=Sing}	0	16550
{18} {44} {3,4,5}	[{18}, {44}, {3, 4, 5}]	{pos_ADP} {wp_▁le} {pos_NOUN,feats_Gender=Masc,feats_Number=Sing}	0	12705
{26} {26} {18}	[{26}, {26}, {18}]	{feats_Gender=Fem} {feats_Gender=Fem} {pos_ADP}	0	12690
{18} {4,5,24,27} {4}	[{18}, {24, 27, 4, 5}, {4}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Gender=Masc}	0	16085
{3} {18} {5,23,24,25,27} {5}	[{3}, {18}, {5, 23, 24, 25, 27}, {5}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing}	0	12973
{18} {26} {26}	[{18}, {26}, {26}]	{pos_ADP} {feats_Gender=Fem} {feats_Gender=Fem}	0	15289
{4,5} {5} {18}	[{4, 5}, {5}, {18}]	{feats_Gender=Masc,feats_Number=Sing} {feats_Number=Sing} {pos_ADP}	0	12800
{18} {4,24} {4}	[{18}, {24, 4}, {4}]	{pos_ADP} {feats_Gender=Masc,pos_DET} {feats_Gender=Masc}	0	16690
{18} {24,27} {4,5}	[{18}, {24, 27}, {4, 5}]	{pos_ADP} {pos_DET,feats_PronType=Art} {feats_Gender=Masc,feats_Number=Sing}	0	17662
{18} {4,5,23,24,25,27} {3,4,5}	[{18}, {4, 5, 23, 24, 25, 27}, {3, 4, 5}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc,feats_Number=Sing}	0	12715
{3} {18} {24} {5}	[{3}, {18}, {24}, {5}]	{pos_NOUN} {pos_ADP} {pos_DET} {feats_Number=Sing}	0	14850
{18} {4,5,24} {3,4,5}	[{18}, {24, 4, 5}, {3, 4, 5}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing,pos_DET} {pos_NOUN,feats_Gender=Masc,feats_Number=Sing}	0	14464
{5,24} {3,5} {17,18}	[{24, 5}, {3, 5}, {17, 18}]	{feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing} {lemma_de,pos_ADP}	0	12818
{5,24,25,27} {3} {18}	[{24, 25, 27, 5}, {3}, {18}]	{feats_Number=Sing,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_ADP}	0	13558
{24,25,27} {3,5} {18}	[{24, 25, 27}, {3, 5}, {18}]	{pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing} {pos_ADP}	0	13558
{18} {26} {3}	[{18}, {26}, {3}]	{pos_ADP} {feats_Gender=Fem} {pos_NOUN}	0	12445
{18} {92} {3}	[{18}, {92}, {3}]	{pos_ADP} {feats_Number=Plur} {pos_NOUN}	0	17059
{3} {18} {26}	[{3}, {18}, {26}]	{pos_NOUN} {pos_ADP} {feats_Gender=Fem}	0	16623
{18} {4,5,24,25,27} {4}	[{18}, {4, 5, 24, 25, 27}, {4}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Gender=Masc}	0	14886
{18} {24} {3,5,26}	[{18}, {24}, {26, 3, 5}]	{pos_ADP} {pos_DET} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem}	0	16702
{18} {4,5} {4}	[{18}, {4, 5}, {4}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing} {feats_Gender=Masc}	0	17281
{730} {5,24} {3}	[{730}, {24, 5}, {3}]	{wp_▁de} {feats_Number=Sing,pos_DET} {pos_NOUN}	0	15574
{730} {23,24,25,27} {3,26}	[{730}, {24, 25, 27, 23}, {26, 3}]	{wp_▁de} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Gender=Fem}	0	13053
{18} {4,5} {3,4,5}	[{18}, {4, 5}, {3, 4, 5}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing} {pos_NOUN,feats_Gender=Masc,feats_Number=Sing}	0	14609
{18} {4,24} {3,4}	[{18}, {24, 4}, {3, 4}]	{pos_ADP} {feats_Gender=Masc,pos_DET} {pos_NOUN,feats_Gender=Masc}	0	14618
{18} {4,5} {5}	[{18}, {4, 5}, {5}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing} {feats_Number=Sing}	0	17477
{18} {4,5,44} {3,4}	[{18}, {4, 5, 44}, {3, 4}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing,wp_▁le} {pos_NOUN,feats_Gender=Masc}	0	12719
{18} {23,24,25,27} {92}	[{18}, {24, 25, 27, 23}, {92}]	{pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Plur}	0	14808
{18} {5,26} {5,26}	[{18}, {26, 5}, {26, 5}]	{pos_ADP} {feats_Number=Sing,feats_Gender=Fem} {feats_Number=Sing,feats_Gender=Fem}	0	14323
{18} {4,5,24} {5}	[{18}, {24, 4, 5}, {5}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing,pos_DET} {feats_Number=Sing}	0	16618
{18} {5,24} {3,4,5}	[{18}, {24, 5}, {3, 4, 5}]	{pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN,feats_Gender=Masc,feats_Number=Sing}	0	16469
