	medoids	medoids_index	medoids_GR	itemset	itemset_index	itemset_GR	item	item_index	item_GR	itemset*GR	itemset*GR_index	itemset*GR_GR	item*GR	item*GR_index	item*GR_GR	itemset*recouvrement	itemset*recouvrement_index	itemset*recouvrement_GR	item*recouvrement	item*recouvrement_index	item*recouvrement_GR
0	{wp_▁Historique} {wp_▁Historique} {wp_▁localisation}	[{11962}, {11962}, {11965}]	121.0	{wp_▁localisation} {wp_▁localisation} {wp_▁Historique} {wp_▁Historique} {wp_▁localisation}	[{11965}, {11965}, {11962}, {11962}, {11965}]	0.33519553072625696	{wp_▁localisation} {wp_▁localisation} {wp_▁Historique} {form_Dynamiques,wp_▁Historique} {wp_▁localisation}	[{11965}, {11965}, {11962}, {11968, 11962}, {11965}]	0.2569832402234637	{wp_▁Historique} {wp_▁Historique} {wp_▁localisation}	[{11962}, {11962}, {11965}]	121.0	{wp_▁Historique} {wp_▁Historique} {wp_▁localisation}	[{11962}, {11962}, {11965}]	121.0	{wp_▁Historique} {wp_▁Historique} {wp_▁localisation}	[{11962}, {11962}, {11965}]	121.0	{wp_▁Historique} {wp_▁Historique} {wp_▁localisation}	[{11962}, {11962}, {11965}]	121.0
1	{wp_▁localisation} {form_placé}	[{11965}, {11983}]	0.40782122905027934	{wp_▁localisation}	[{11965}]	177.0	{wp_▁localisation,form_placé}	[{11965, 11983}]	87.0	{wp_▁localisation}	[{11965}]	177.0	{wp_▁localisation}	[{11965}]	177.0	{wp_▁localisation}	[{11965}]	177.0	{wp_▁localisation}	[{11965}]	177.0
2	{wp_▁localisation} {wp_▁localisation,form_placé} {wp_▁localisation}	[{11965}, {11965, 11983}, {11965}]	0.27932960893854747	{wp_▁localisation} {wp_▁localisation}	[{11965}, {11965}]	144.0	{lemma_localisation,wp_▁localisation,lemma_),wp_▁)}	[{11964, 11965, 214, 215}]	0.26256983240223464	{wp_▁localisation} {wp_▁localisation}	[{11965}, {11965}]	144.0	{lemma_localisation,wp_▁localisation}	[{11964, 11965}]	172.0	{wp_▁localisation} {wp_▁localisation}	[{11965}, {11965}]	144.0	{lemma_localisation,wp_▁localisation}	[{11964, 11965}]	172.0
3	{wp_▁localisation} {lemma_7114} {wp_▁localisation} {wp_▁Historique}	[{11965}, {11976}, {11965}, {11962}]	0.3016759776536313	{wp_▁localisation} {lemma_7114} {wp_▁localisation} {wp_▁localisation}	[{11965}, {11976}, {11965}, {11965}]	0.4022346368715084	{lemma_7114,wp_▁Historique} {form_Dynamiques,wp_▁Historique,lemma_7114} {lemma_de,form_2001,wp_▁localisation} {lemma_7114}	[{11976, 11962}, {11968, 11962, 11976}, {9, 11978, 11965}, {11976}]	0.3016759776536313	{wp_▁localisation} {lemma_7114} {wp_▁localisation}	[{11965}, {11976}, {11965}]	121.0	{lemma_7114} {lemma_7114,wp_▁Historique} {wp_▁localisation}	[{11976}, {11976, 11962}, {11965}]	121.0	{wp_▁localisation} {lemma_7114} {wp_▁localisation}	[{11965}, {11976}, {11965}]	121.0	{lemma_7114} {lemma_7114,wp_▁Historique} {wp_▁localisation}	[{11976}, {11976, 11962}, {11965}]	121.0
4	{form_Dynamiques,lemma_7114} {wp_'}	[{11968, 11976}, {23}]	0.29608938547486036	{form_Dynamiques,lemma_7114} {wp_'}	[{11968, 11976}, {23}]	0.29608938547486036	{lemma_le,wp_▁l,lemma_7114,form_RER,pos_DET,wp_▁restés,wp_'} {form_Dynamiques,lemma_7114}	[{104, 105, 11976, 12073, 80, 12052, 23}, {11968, 11976}]	50.0	{wp_'} {lemma_7114}	[{23}, {11976}]	89.0	{lemma_le,form_RER,lemma_7114,pos_DET,wp_▁restés,wp_'} {form_Dynamiques,lemma_7114}	[{104, 12073, 11976, 80, 12052, 23}, {11968, 11976}]	51.0	{wp_'} {lemma_7114}	[{23}, {11976}]	89.0	{wp_'} {form_Dynamiques,lemma_7114}	[{23}, {11968, 11976}]	72.0
5	{lemma_de,form_2001,wp_▁localisation} {form_Dynamiques,lemma_7114}	[{9, 11978, 11965}, {11968, 11976}]	0.49162011173184356	{lemma_de,form_2001,wp_▁localisation}	[{9, 11978, 11965}]	138.0	{lemma_de,form_2001,wp_▁localisation,wp_▁d}	[{9, 11978, 11965, 22}]	0.3687150837988827	{form_Dynamiques,lemma_7114}	[{11968, 11976}]	168.0	{lemma_de,form_2001,wp_▁localisation}	[{9, 11978, 11965}]	138.0	{form_Dynamiques,lemma_7114}	[{11968, 11976}]	168.0	{form_Dynamiques,wp_▁Historique,lemma_7114}	[{11968, 11962, 11976}]	151.0
6	{wp_▁localisation} {lemma_7114}	[{11965}, {11976}]	156.0	{wp_▁localisation} {lemma_7114}	[{11965}, {11976}]	156.0	{wp_▁le,lemma_le,form_RER,lemma_7114,pos_DET,wp_▁restés,wp_▁Historique} {form_Dynamiques,wp_▁Historique,lemma_7114} {wp_▁localisation} {lemma_7114}	[{229, 104, 12073, 11976, 80, 12052, 11962}, {11968, 11962, 11976}, {11965}, {11976}]	0.2737430167597765	{wp_▁localisation} {lemma_7114}	[{11965}, {11976}]	156.0	{wp_▁localisation} {lemma_7114}	[{11965}, {11976}]	156.0	{wp_▁localisation} {lemma_7114}	[{11965}, {11976}]	156.0	{wp_▁localisation} {lemma_7114}	[{11965}, {11976}]	156.0
7	{wp_▁localisation} {lemma_7114,form_acquisition} {form_Dynamiques}	[{11965}, {11976, 12005}, {11968}]	66.0	{form_Dynamiques} {wp_▁localisation} {lemma_7114} {wp_▁localisation}	[{11968}, {11965}, {11976}, {11965}]	84.0	{form_Dynamiques,wp_▁Historique,lemma_7114} {form_2001,wp_▁localisation} {form_Dynamiques,form_acquisition,lemma_7114}	[{11968, 11962, 11976}, {11978, 11965}, {11968, 12005, 11976}]	0.26256983240223464	{wp_▁localisation} {lemma_7114} {form_Dynamiques}	[{11965}, {11976}, {11968}]	114.0	{form_Dynamiques,wp_▁Historique}	[{11968, 11962}]	157.0	{wp_▁localisation} {lemma_7114} {form_Dynamiques}	[{11965}, {11976}, {11968}]	114.0	{form_Dynamiques,wp_▁Historique}	[{11968, 11962}]	157.0
8	{wp_▁localisation} {form_Dynamiques,form_acquisition} {form_2001,wp_▁localisation} {lemma_7114}	[{11965}, {11968, 12005}, {11978, 11965}, {11976}]	0.27932960893854747	{wp_▁localisation} {wp_▁localisation} {lemma_7114}	[{11965}, {11965}, {11976}]	109.0	{form_Dynamiques,lemma_7114} {wp_▁localisation} {pos_DET,wp_▁restés,lemma_7114} {form_Dynamiques,lemma_7114}	[{11968, 11976}, {11965}, {80, 12052, 11976}, {11968, 11976}]	0.29608938547486036	{lemma_7114} {wp_▁localisation}	[{11976}, {11965}]	163.0	{lemma_7114} {wp_▁localisation}	[{11976}, {11965}]	163.0	{lemma_7114} {wp_▁localisation}	[{11976}, {11965}]	163.0	{lemma_7114} {wp_▁localisation}	[{11976}, {11965}]	163.0
9	{form_2001,wp_▁localisation} {form_Dynamiques,form_acquisition,lemma_7114} {wp_▁localisation} {lemma_7114}	[{11978, 11965}, {11968, 12005, 11976}, {11965}, {11976}]	0.2569832402234637	{wp_▁localisation} {lemma_7114} {wp_▁localisation} {lemma_7114,form_acquisition}	[{11965}, {11976}, {11965}, {11976, 12005}]	0.2569832402234637	{form_Dynamiques,form_acquisition,lemma_7114} {wp_▁localisation} {form_2001,wp_▁localisation}	[{11968, 12005, 11976}, {11965}, {11978, 11965}]	0.30726256983240224	{lemma_7114,form_acquisition} {wp_▁localisation} {lemma_7114}	[{11976, 12005}, {11965}, {11976}]	83.0	{wp_▁localisation} {lemma_7114} {form_Dynamiques,form_acquisition,lemma_7114}	[{11965}, {11976}, {11968, 12005, 11976}]	79.0	{wp_▁localisation} {lemma_7114} {lemma_de,form_2001,wp_▁localisation}	[{11965}, {11976}, {9, 11978, 11965}]	0.29608938547486036	{wp_▁localisation} {lemma_7114} {lemma_de,form_2001,wp_▁localisation}	[{11965}, {11976}, {9, 11978, 11965}]	0.29608938547486036
10	{lemma_7114,wp_▁Historique} {lemma_de,form_2001,wp_▁localisation} {form_Dynamiques,form_acquisition}	[{11976, 11962}, {9, 11978, 11965}, {11968, 12005}]	0.2905027932960894	{lemma_7114,wp_▁Historique} {lemma_de,form_2001,wp_▁localisation}	[{11976, 11962}, {9, 11978, 11965}]	90.0	{lemma_de,form_2001,wp_▁de,wp_▁localisation}	[{9, 11978, 12, 11965}]	135.0	{lemma_7114,wp_▁Historique}	[{11976, 11962}]	153.0	{lemma_de,form_2001,wp_▁de,wp_▁localisation}	[{9, 11978, 12, 11965}]	135.0	{lemma_7114,wp_▁Historique}	[{11976, 11962}]	153.0	{lemma_7114,wp_▁Historique}	[{11976, 11962}]	153.0
11	{lemma_7114} {form_placé} {wp_▁localisation}	[{11976}, {11983}, {11965}]	0.3463687150837989	{form_placé} {wp_▁localisation} {wp_▁localisation}	[{11983}, {11965}, {11965}]	0.2737430167597765	{lemma_7114} {wp_▁localisation,form_placé} {wp_▁localisation}	[{11976}, {11965, 11983}, {11965}]	0.25139664804469275	{lemma_7114} {form_placé} {wp_▁localisation}	[{11976}, {11983}, {11965}]	0.3463687150837989	{lemma_7114} {wp_▁localisation,form_placé} {wp_▁localisation}	[{11976}, {11965, 11983}, {11965}]	0.25139664804469275	{lemma_7114} {wp_▁localisation} {form_placé}	[{11976}, {11965}, {11983}]	0.329608938547486	{lemma_7114} {wp_▁localisation} {form_placé}	[{11976}, {11965}, {11983}]	0.329608938547486
12	{pos_DET,wp_▁restés,lemma_7114} {lemma_7114,form_acquisition} {wp_▁localisation}	[{80, 12052, 11976}, {11976, 12005}, {11965}]	74.0	{wp_▁localisation} {pos_DET,wp_▁restés,lemma_7114}	[{11965}, {80, 12052, 11976}]	116.0	{form_acquisition,lemma_le,form_RER,lemma_7114,pos_DET,wp_▁restés,wp_▁la} {lemma_7114,form_acquisition}	[{12005, 104, 12073, 11976, 80, 12052, 117}, {11976, 12005}]	65.0	{lemma_7114,form_acquisition} {wp_▁localisation}	[{11976, 12005}, {11965}]	140.0	{pos_DET,wp_▁restés,lemma_7114}	[{80, 12052, 11976}]	127.0	{wp_▁localisation} {pos_DET,wp_▁restés,lemma_7114}	[{11965}, {80, 12052, 11976}]	116.0	{pos_DET,wp_▁restés,lemma_7114}	[{80, 12052, 11976}]	127.0
13	{pos_DET,lemma_7114} {form_Dynamiques,lemma_7114} {wp_▁localisation} {form_2001,wp_▁localisation}	[{80, 11976}, {11968, 11976}, {11965}, {11978, 11965}]	0.30726256983240224	{wp_▁localisation} {wp_▁localisation} {lemma_7114} {lemma_7114} {wp_▁localisation}	[{11965}, {11965}, {11976}, {11976}, {11965}]	0.40782122905027934	{form_2001,wp_▁localisation} {lemma_7114,form_acquisition} {form_Dynamiques,form_acquisition,lemma_7114}	[{11978, 11965}, {11976, 12005}, {11968, 12005, 11976}]	0.29608938547486036	{wp_▁localisation} {lemma_7114} {form_Dynamiques} {wp_▁localisation}	[{11965}, {11976}, {11968}, {11965}]	103.0	{lemma_7114} {form_Dynamiques,lemma_7114} {wp_▁localisation}	[{11976}, {11968, 11976}, {11965}]	116.0	{wp_▁localisation} {lemma_7114} {form_Dynamiques,lemma_7114} {wp_▁localisation}	[{11965}, {11976}, {11968, 11976}, {11965}]	0.2681564245810056	{lemma_7114} {form_Dynamiques,lemma_7114} {wp_▁localisation}	[{11976}, {11968, 11976}, {11965}]	116.0
14	{lemma_de,form_2001,wp_▁localisation} {pos_DET} {form_Dynamiques,wp_▁Historique} {wp_▁localisation}	[{9, 11978, 11965}, {80}, {11968, 11962}, {11965}]	0.3128491620111732	{wp_▁localisation} {pos_DET} {form_Dynamiques} {wp_▁localisation} {form_Dynamiques,lemma_7114} {wp_▁localisation}	[{11965}, {80}, {11968}, {11965}, {11968, 11976}, {11965}]	0.26256983240223464	{wp_▁localisation} {lemma_de,form_2001,wp_▁de,wp_▁localisation} {pos_DET,form_RER,lemma_le,wp_▁restés} {form_Dynamiques,wp_▁Historique} {wp_▁localisation}	[{11965}, {9, 11978, 12, 11965}, {80, 12073, 104, 12052}, {11968, 11962}, {11965}]	0.2569832402234637	{wp_▁localisation} {form_2001,wp_▁localisation} {pos_DET} {form_Dynamiques} {wp_▁localisation}	[{11965}, {11978, 11965}, {80}, {11968}, {11965}]	80.0	{wp_▁localisation} {form_2001,wp_▁localisation} {pos_DET,form_RER,lemma_le,wp_▁restés} {form_Dynamiques} {wp_▁localisation}	[{11965}, {11978, 11965}, {80, 12073, 104, 12052}, {11968}, {11965}]	79.0	{wp_▁localisation} {pos_DET} {form_Dynamiques} {wp_▁localisation} {form_Dynamiques,lemma_7114}	[{11965}, {80}, {11968}, {11965}, {11968, 11976}]	0.3240223463687151	{wp_▁localisation} {pos_DET} {form_Dynamiques} {wp_▁localisation} {form_Dynamiques,lemma_7114}	[{11965}, {80}, {11968}, {11965}, {11968, 11976}]	0.3240223463687151
15	{pos_DET,wp_▁restés} {form_Dynamiques,wp_▁Historique} {form_2001,wp_▁localisation} {form_acquisition}	[{80, 12052}, {11968, 11962}, {11978, 11965}, {12005}]	0.2737430167597765	{form_acquisition} {wp_▁localisation} {pos_DET,wp_▁restés} {form_Dynamiques} {wp_▁localisation}	[{12005}, {11965}, {80, 12052}, {11968}, {11965}]	0.2569832402234637	{pos_DET,wp_▁restés} {form_Dynamiques} {lemma_de,form_2001,wp_▁localisation} {form_Dynamiques,form_acquisition}	[{80, 12052}, {11968}, {9, 11978, 11965}, {11968, 12005}]	0.2681564245810056	{pos_DET,wp_▁restés} {wp_▁Historique} {wp_▁localisation} {form_acquisition}	[{80, 12052}, {11962}, {11965}, {12005}]	0.31843575418994413	{pos_DET,wp_▁restés} {form_Dynamiques} {form_2001,wp_▁localisation} {form_Dynamiques,form_acquisition}	[{80, 12052}, {11968}, {11978, 11965}, {11968, 12005}]	0.30726256983240224	{lemma_7114,wp_▁Historique} {wp_▁localisation} {wp_▁localisation} {pos_DET}	[{11976, 11962}, {11965}, {11965}, {80}]	0.3016759776536313	{lemma_7114,wp_▁Historique} {wp_▁localisation} {wp_▁localisation} {pos_DET}	[{11976, 11962}, {11965}, {11965}, {80}]	0.3016759776536313
16	{lemma_7114} {form_2001,wp_▁localisation} {lemma_7114} {lemma_7114} {wp_▁localisation}	[{11976}, {11978, 11965}, {11976}, {11976}, {11965}]	74.0	{lemma_7114} {wp_▁localisation} {lemma_7114} {lemma_7114}	[{11976}, {11965}, {11976}, {11976}]	101.0	{form_Dynamiques,form_acquisition,lemma_7114} {lemma_7114}	[{11968, 12005, 11976}, {11976}]	0.39664804469273746	{lemma_7114} {wp_▁localisation} {lemma_7114}	[{11976}, {11965}, {11976}]	124.0	{lemma_7114} {form_2001,wp_▁localisation} {lemma_7114}	[{11976}, {11978, 11965}, {11976}]	113.0	{lemma_7114} {wp_▁localisation} {lemma_7114}	[{11976}, {11965}, {11976}]	124.0	{lemma_7114} {wp_▁localisation} {lemma_7114}	[{11976}, {11965}, {11976}]	124.0
17	{form_bus} {wp_▁localisation} {pos_DET}	[{12087}, {11965}, {80}]	53.0	{wp_▁localisation} {form_bus} {wp_▁localisation}	[{11965}, {12087}, {11965}]	0.2681564245810056	{wp_▁localisation} {form_bus} {wp_▁localisation}	[{11965}, {12087}, {11965}]	0.2681564245810056	{form_bus} {wp_▁localisation} {pos_DET}	[{12087}, {11965}, {80}]	53.0	{form_bus} {wp_▁localisation} {pos_DET}	[{12087}, {11965}, {80}]	53.0	{form_Dynamiques} {form_bus}	[{11968}, {12087}]	0.3743016759776536	{form_Dynamiques} {form_bus}	[{11968}, {12087}]	0.3743016759776536
18	{form_2001,wp_▁localisation} {pos_DET,wp_▁restés} {form_Dynamiques} {wp_▁localisation} {form_acquisition}	[{11978, 11965}, {80, 12052}, {11968}, {11965}, {12005}]	0.26256983240223464	{wp_▁localisation} {wp_▁localisation} {pos_DET,form_RER,lemma_le,wp_▁restés} {form_Dynamiques} {wp_▁localisation}	[{11965}, {11965}, {80, 12073, 104, 12052}, {11968}, {11965}]	81.0	{lemma__,wp_▁localisation,lemma_transport} {form_2001,wp_▁localisation,dep__} {wp_▁le,dep__,lemma_le,form_RER,lemma_7114,pos_DET,wp_▁restés,wp_▁Historique}	[{25, 11965, 12071}, {11978, 11965, 6}, {229, 6, 104, 12073, 11976, 80, 12052, 11962}]	0.329608938547486	{wp_▁localisation} {wp_▁localisation} {pos_DET,form_RER,lemma_le,wp_▁restés} {form_Dynamiques} {wp_▁localisation}	[{11965}, {11965}, {80, 12073, 104, 12052}, {11968}, {11965}]	81.0	{lemma__,wp_▁localisation,lemma_transport} {form_2001,wp_▁localisation,dep__} {dep__,lemma_le,form_RER,pos_DET,wp_▁restés}	[{25, 11965, 12071}, {11978, 11965, 6}, {6, 104, 12073, 80, 12052}]	89.0	{wp_▁localisation} {wp_▁localisation} {pos_DET} {form_Dynamiques} {wp_▁localisation}	[{11965}, {11965}, {80}, {11968}, {11965}]	82.0	{wp_▁localisation} {wp_▁localisation} {pos_DET} {form_Dynamiques} {wp_▁localisation}	[{11965}, {11965}, {80}, {11968}, {11965}]	82.0
19	{wp_▁localisation} {form_Dynamiques} {wp_▁localisation} {wp_▁localisation}	[{11965}, {11968}, {11965}, {11965}]	0.39664804469273746	{wp_▁localisation} {form_Dynamiques} {wp_▁localisation} {wp_▁localisation}	[{11965}, {11968}, {11965}, {11965}]	0.39664804469273746	{wp_▁localisation} {wp_▁localisation} {lemma_7114,wp_▁Historique} {form_Dynamiques,wp_▁Historique,lemma_7114}	[{11965}, {11965}, {11976, 11962}, {11968, 11962, 11976}]	0.2905027932960894	{wp_▁localisation} {form_Dynamiques} {wp_▁localisation} {wp_▁localisation}	[{11965}, {11968}, {11965}, {11965}]	0.39664804469273746	{wp_▁localisation} {form_Dynamiques,form_acquisition,lemma_7114} {wp_▁localisation}	[{11965}, {11968, 12005, 11976}, {11965}]	0.45251396648044695	{wp_▁localisation} {form_Dynamiques} {wp_▁localisation} {wp_▁localisation}	[{11965}, {11968}, {11965}, {11965}]	0.39664804469273746	{wp_▁localisation} {form_Dynamiques,lemma_7114} {wp_▁localisation} {wp_▁localisation}	[{11965}, {11968, 11976}, {11965}, {11965}]	0.36312849162011174
20	{wp_▁localisation} {form_2001,wp_▁localisation} {pos_DET,wp_▁restés,lemma_7114} {form_Dynamiques}	[{11965}, {11978, 11965}, {80, 12052, 11976}, {11968}]	0.329608938547486	{form_Dynamiques} {wp_▁localisation} {wp_▁localisation} {pos_DET,wp_▁restés} {form_Dynamiques,wp_▁Historique}	[{11968}, {11965}, {11965}, {80, 12052}, {11968, 11962}]	0.3743016759776536	{pos_DET,form_RER,lemma_le,wp_▁restés} {form_Dynamiques} {wp_▁localisation} {form_2001,wp_▁localisation} {pos_DET,form_RER,lemma_le,wp_▁restés} {form_Dynamiques,wp_▁Historique}	[{80, 12073, 104, 12052}, {11968}, {11965}, {11978, 11965}, {80, 12073, 104, 12052}, {11968, 11962}]	0.25139664804469275	{wp_▁localisation} {lemma_de,form_2001,wp_▁localisation} {pos_DET,wp_▁restés} {form_Dynamiques}	[{11965}, {9, 11978, 11965}, {80, 12052}, {11968}]	65.0	{wp_▁localisation} {lemma_de,form_2001,wp_▁localisation} {pos_DET,wp_▁restés} {form_Dynamiques}	[{11965}, {9, 11978, 11965}, {80, 12052}, {11968}]	65.0	{form_Dynamiques} {wp_▁localisation} {wp_▁localisation} {pos_DET,wp_▁restés} {form_Dynamiques,wp_▁Historique}	[{11968}, {11965}, {11965}, {80, 12052}, {11968, 11962}]	0.3743016759776536	{form_Dynamiques} {wp_▁localisation} {wp_▁localisation} {pos_DET,wp_▁restés} {form_Dynamiques,wp_▁Historique}	[{11968}, {11965}, {11965}, {80, 12052}, {11968, 11962}]	0.3743016759776536
21	{wp_▁localisation} {lemma_7114,wp_▁Historique} {wp_▁localisation} {wp_▁localisation}	[{11965}, {11976, 11962}, {11965}, {11965}]	0.27932960893854747	{wp_▁localisation} {lemma_7114,wp_▁Historique} {wp_▁localisation} {wp_▁localisation}	[{11965}, {11976, 11962}, {11965}, {11965}]	0.27932960893854747	{lemma_localisation,wp_▁localisation} {form_Dynamiques,wp_▁Historique,lemma_7114} {wp_▁localisation}	[{11964, 11965}, {11968, 11962, 11976}, {11965}]	0.26256983240223464	{wp_▁localisation} {wp_▁Historique} {wp_▁localisation}	[{11965}, {11962}, {11965}]	106.0	{wp_▁localisation} {wp_▁Historique} {wp_▁localisation}	[{11965}, {11962}, {11965}]	106.0	{wp_▁localisation} {wp_▁Historique} {wp_▁localisation}	[{11965}, {11962}, {11965}]	106.0	{wp_▁localisation} {wp_▁Historique} {wp_▁localisation}	[{11965}, {11962}, {11965}]	106.0
22	{wp_▁Historique,wp_▁V} {wp_▁localisation} {lemma_7114}	[{11962, 11957}, {11965}, {11976}]	0.27932960893854747	{wp_▁localisation} {wp_▁Historique}	[{11965}, {11962}]	143.0	{form_Dynamiques,wp_▁Historique,wp_▁V}	[{11968, 11962, 11957}]	105.0	{wp_▁Historique} {wp_▁localisation}	[{11962}, {11965}]	153.0	{form_Dynamiques,wp_▁Historique,lemma_7114} {wp_▁localisation}	[{11968, 11962, 11976}, {11965}]	134.0	{wp_▁Historique} {wp_▁localisation}	[{11962}, {11965}]	153.0	{form_Dynamiques,wp_▁Historique,lemma_7114} {wp_▁localisation}	[{11968, 11962, 11976}, {11965}]	134.0
23	{lemma_7114,wp_▁Historique} {lemma_7114} {wp_▁localisation} {form_acquisition}	[{11976, 11962}, {11976}, {11965}, {12005}]	0.3407821229050279	{wp_▁localisation} {lemma_7114,wp_▁Historique} {lemma_7114,wp_▁Historique}	[{11965}, {11976, 11962}, {11976, 11962}]	92.0	{form_Dynamiques,wp_▁Historique,lemma_7114} {lemma_7114,wp_▁Historique} {wp_▁localisation}	[{11968, 11962, 11976}, {11976, 11962}, {11965}]	91.0	{lemma_7114,wp_▁Historique} {lemma_7114} {wp_▁localisation}	[{11976, 11962}, {11976}, {11965}]	121.0	{lemma_7114,wp_▁Historique} {lemma_7114} {wp_▁localisation}	[{11976, 11962}, {11976}, {11965}]	121.0	{lemma_7114,wp_▁Historique} {lemma_7114} {wp_▁localisation}	[{11976, 11962}, {11976}, {11965}]	121.0	{lemma_7114,wp_▁Historique} {lemma_7114} {wp_▁localisation}	[{11976, 11962}, {11976}, {11965}]	121.0
