	medoids	medoids_index	medoids_GR	itemset	itemset_index	itemset_GR	item	item_index	item_GR	itemset*GR	itemset*GR_index	itemset*GR_GR	item*GR	item*GR_index	item*GR_GR	itemset*recouvrement	itemset*recouvrement_index	itemset*recouvrement_GR	item*recouvrement	item*recouvrement_index	item*recouvrement_GR
24	{form_Dynamiques} {wp_▁localisation} {form_acquisition}	[{11968}, {11965}, {12005}]	105.0	{form_Dynamiques} {wp_▁localisation} {form_Dynamiques} {form_2001,wp_▁localisation}	[{11968}, {11965}, {11968}, {11978, 11965}]	0.3240223463687151	{form_Dynamiques,form_acquisition} {lemma_de,form_2001,wp_▁de,wp_▁localisation} {form_Dynamiques}	[{11968, 12005}, {9, 11978, 12, 11965}, {11968}]	0.329608938547486	{form_Dynamiques} {wp_▁localisation} {form_acquisition}	[{11968}, {11965}, {12005}]	105.0	{form_Dynamiques} {wp_▁localisation} {form_2001,wp_▁localisation}	[{11968}, {11965}, {11978, 11965}]	91.0	{form_Dynamiques} {wp_▁localisation} {form_acquisition}	[{11968}, {11965}, {12005}]	105.0	{form_Dynamiques} {wp_▁localisation} {form_acquisition}	[{11968}, {11965}, {12005}]	105.0
25	{form_acquisition} {wp_▁localisation} {form_Dynamiques,lemma_7114}	[{12005}, {11965}, {11968, 11976}]	0.40782122905027934	{wp_▁localisation} {form_acquisition} {form_acquisition}	[{11965}, {12005}, {12005}]	88.0	{form_Dynamiques,form_acquisition,lemma_7114} {wp_▁localisation} {lemma_7114,form_acquisition}	[{11968, 12005, 11976}, {11965}, {11976, 12005}]	0.25139664804469275	{wp_▁localisation} {form_acquisition}	[{11965}, {12005}]	132.0	{form_Dynamiques,form_acquisition} {wp_▁localisation}	[{11968, 12005}, {11965}]	136.0	{form_Dynamiques} {wp_▁localisation} {lemma_7114,form_acquisition}	[{11968}, {11965}, {11976, 12005}]	97.0	{form_Dynamiques} {wp_▁localisation} {lemma_7114,form_acquisition}	[{11968}, {11965}, {11976, 12005}]	97.0
26	{pos_DET,lemma_7114} {form_Dynamiques,wp_▁Historique,lemma_7114} {wp_▁localisation} {form_acquisition}	[{80, 11976}, {11968, 11962, 11976}, {11965}, {12005}]	0.26256983240223464	{lemma_7114,wp_▁Historique} {lemma_7114,wp_▁Historique} {wp_▁localisation}	[{11976, 11962}, {11976, 11962}, {11965}]	116.0	{wp_▁le,lemma_le,form_RER,lemma_7114,pos_DET,wp_▁restés,wp_▁Historique} {form_Dynamiques,wp_▁Historique,lemma_7114}	[{229, 104, 12073, 11976, 80, 12052, 11962}, {11968, 11962, 11976}]	75.0	{lemma_7114,wp_▁Historique} {lemma_7114,wp_▁Historique} {wp_▁localisation}	[{11976, 11962}, {11976, 11962}, {11965}]	116.0	{pos_DET,wp_▁Historique,lemma_7114} {form_Dynamiques,wp_▁Historique,lemma_7114}	[{80, 11962, 11976}, {11968, 11962, 11976}]	97.0	{lemma_7114,wp_▁Historique} {lemma_7114,wp_▁Historique} {wp_▁localisation}	[{11976, 11962}, {11976, 11962}, {11965}]	116.0	{pos_DET,wp_▁Historique,lemma_7114} {form_Dynamiques,wp_▁Historique,lemma_7114}	[{80, 11962, 11976}, {11968, 11962, 11976}]	97.0
27	{wp_▁localisation} {pos_DET,wp_▁restés,lemma_7114} {form_Dynamiques,lemma_7114}	[{11965}, {80, 12052, 11976}, {11968, 11976}]	109.0	{form_Dynamiques,lemma_7114} {wp_▁localisation} {wp_▁localisation}	[{11968, 11976}, {11965}, {11965}]	122.0	{lemma_le,form_RER,lemma_7114,pos_DET,wp_▁restés} {form_Dynamiques,wp_▁Historique,lemma_7114}	[{104, 12073, 11976, 80, 12052}, {11968, 11962, 11976}]	98.0	{form_Dynamiques,lemma_7114} {wp_▁localisation} {wp_▁localisation}	[{11968, 11976}, {11965}, {11965}]	122.0	{lemma_le,form_RER,lemma_7114,pos_DET,wp_▁restés} {form_Dynamiques,lemma_7114}	[{104, 12073, 11976, 80, 12052}, {11968, 11976}]	114.0	{form_Dynamiques,lemma_7114} {wp_▁localisation} {wp_▁localisation}	[{11968, 11976}, {11965}, {11965}]	122.0	{pos_DET,wp_▁restés,lemma_7114} {form_Dynamiques,lemma_7114}	[{80, 12052, 11976}, {11968, 11976}]	120.0
28	{form_Dynamiques} {wp_▁Novembre,wp_ague}	[{11968}, {11960, 11958}]	0.29608938547486036	{form_Dynamiques} {wp_▁localisation} {wp_▁V} {wp_▁localisation}	[{11968}, {11965}, {11957}, {11965}]	0.2569832402234637	{lemma_7114,form_bus,form_Vague,wp_ague,form_Novembre,wp_▁Novembre}	[{11976, 12087, 11956, 11958, 11959, 11960}]	71.0	{form_Dynamiques} {wp_ague}	[{11968}, {11958}]	55.0	{lemma_7114,form_bus,form_Vague,wp_ague,form_Novembre,wp_▁Novembre}	[{11976, 12087, 11956, 11958, 11959, 11960}]	71.0	{form_Dynamiques} {wp_▁localisation} {wp_▁localisation} {wp_▁V} {wp_▁V} {wp_▁localisation}	[{11968}, {11965}, {11965}, {11957}, {11957}, {11965}]	0.2849162011173184	{form_Dynamiques,lemma_7114} {wp_▁Novembre,form_Vague,wp_ague}	[{11968, 11976}, {11960, 11956, 11958}]	0.2569832402234637
29	{lemma_le,form_RER,lemma_7114,pos_DET,wp_▁restés,wp_▁Historique} {form_Dynamiques} {wp_▁localisation}	[{104, 12073, 11976, 80, 12052, 11962}, {11968}, {11965}]	78.0	{form_Dynamiques} {wp_▁localisation}	[{11968}, {11965}]	156.0	{wp_▁le,lemma_le,form_RER,lemma_7114,pos_DET,wp_▁restés,wp_▁Historique}	[{229, 104, 12073, 11976, 80, 12052, 11962}]	89.0	{form_Dynamiques} {wp_▁localisation}	[{11968}, {11965}]	156.0	{lemma_le,form_RER,lemma_7114,pos_DET,wp_▁restés,wp_▁Historique}	[{104, 12073, 11976, 80, 12052, 11962}]	98.0	{form_Dynamiques} {wp_▁localisation}	[{11968}, {11965}]	156.0	{form_Dynamiques} {wp_▁localisation}	[{11968}, {11965}]	156.0
30	{form_Dynamiques} {form_2001,wp_▁localisation} {pos_DET,lemma_7114}	[{11968}, {11978, 11965}, {80, 11976}]	69.0	{form_Dynamiques} {form_2001,wp_▁localisation} {form_Dynamiques}	[{11968}, {11978, 11965}, {11968}]	107.0	{pos_DET,lemma_7114} {form_Dynamiques,lemma_7114} {lemma_de,form_2001,wp_▁localisation} {form_Dynamiques,lemma_7114}	[{80, 11976}, {11968, 11976}, {9, 11978, 11965}, {11968, 11976}]	0.3016759776536313	{lemma_7114} {form_Dynamiques}	[{11976}, {11968}]	127.0	{pos_DET,lemma_7114} {form_Dynamiques,lemma_7114} {form_2001,wp_▁localisation}	[{80, 11976}, {11968, 11976}, {11978, 11965}]	95.0	{lemma_7114} {form_Dynamiques}	[{11976}, {11968}]	127.0	{lemma_7114} {form_Dynamiques}	[{11976}, {11968}]	127.0
31	{wp_▁localisation} {wp_▁Historique} {form_Dynamiques}	[{11965}, {11962}, {11968}]	77.0	{form_Dynamiques} {wp_▁localisation} {form_Dynamiques}	[{11968}, {11965}, {11968}]	119.0	{lemma_le,form_RER,lemma_7114,pos_DET,wp_▁restés,wp_▁Historique} {form_Dynamiques,wp_▁Historique,lemma_7114} {wp_▁localisation} {form_Dynamiques,lemma_7114}	[{104, 12073, 11976, 80, 12052, 11962}, {11968, 11962, 11976}, {11965}, {11968, 11976}]	0.2569832402234637	{form_Dynamiques} {wp_▁localisation} {form_Dynamiques}	[{11968}, {11965}, {11968}]	119.0	{form_Dynamiques} {wp_▁localisation} {form_Dynamiques}	[{11968}, {11965}, {11968}]	119.0	{form_Dynamiques} {wp_▁localisation} {form_Dynamiques}	[{11968}, {11965}, {11968}]	119.0	{wp_▁localisation} {lemma_7114,wp_▁Historique} {form_Dynamiques,wp_▁Historique,lemma_7114}	[{11965}, {11976, 11962}, {11968, 11962, 11976}]	75.0
32	{pos_DET,wp_▁V} {form_Dynamiques,wp_▁V} {wp_▁localisation}	[{80, 11957}, {11968, 11957}, {11965}]	74.0	{wp_▁V} {form_Dynamiques} {wp_▁localisation}	[{11957}, {11968}, {11965}]	85.0	{pos_DET,wp_▁restés,wp_▁V} {form_Dynamiques,wp_▁Historique,wp_▁V}	[{80, 12052, 11957}, {11968, 11962, 11957}]	71.0	{wp_▁localisation} {pos_DET}	[{11965}, {80}]	138.0	{form_Dynamiques,wp_▁V}	[{11968, 11957}]	131.0	{wp_▁localisation} {pos_DET}	[{11965}, {80}]	138.0	{form_Dynamiques,wp_▁V}	[{11968, 11957}]	131.0
33	{form_Dynamiques} {form_2001,wp_▁localisation} {form_Dynamiques,wp_▁Historique,lemma_7114} {wp_▁localisation}	[{11968}, {11978, 11965}, {11968, 11962, 11976}, {11965}]	0.2569832402234637	{wp_▁localisation} {form_Dynamiques} {form_2001,wp_▁localisation} {form_Dynamiques}	[{11965}, {11968}, {11978, 11965}, {11968}]	0.2569832402234637	{form_Dynamiques,wp_▁Historique,lemma_7114} {wp_▁localisation} {form_2001,wp_▁localisation}	[{11968, 11962, 11976}, {11965}, {11978, 11965}]	0.2905027932960894	{form_Dynamiques,lemma_7114} {wp_▁localisation} {form_Dynamiques}	[{11968, 11976}, {11965}, {11968}]	0.5754189944134078	{form_Dynamiques} {form_2001,wp_▁localisation} {form_Dynamiques,lemma_7114}	[{11968}, {11978, 11965}, {11968, 11976}]	0.5307262569832403	{form_Dynamiques,lemma_7114} {wp_▁localisation} {form_Dynamiques}	[{11968, 11976}, {11965}, {11968}]	0.5754189944134078	{form_Dynamiques,lemma_7114} {wp_▁localisation} {form_Dynamiques}	[{11968, 11976}, {11965}, {11968}]	0.5754189944134078
34	{wp_▁localisation} {lemma_7114} {form_Dynamiques,lemma_7114} {wp_▁localisation} {wp_▁localisation}	[{11965}, {11976}, {11968, 11976}, {11965}, {11965}]	0.3575418994413408	{lemma_7114} {lemma_7114} {wp_▁localisation} {lemma_7114} {lemma_7114} {wp_▁localisation}	[{11976}, {11976}, {11965}, {11976}, {11976}, {11965}]	0.3463687150837989	{lemma_7114} {form_Dynamiques,lemma_7114} {wp_▁localisation} {lemma_7114} {lemma_7114} {wp_▁localisation}	[{11976}, {11968, 11976}, {11965}, {11976}, {11976}, {11965}]	0.2569832402234637	{wp_▁localisation} {lemma_7114,form_acquisition} {lemma_7114} {wp_▁localisation}	[{11965}, {11976, 12005}, {11976}, {11965}]	83.0	{wp_▁localisation} {lemma_7114,form_acquisition} {lemma_7114} {wp_▁localisation}	[{11965}, {11976, 12005}, {11976}, {11965}]	83.0	{lemma_7114} {lemma_7114} {wp_▁localisation} {lemma_7114} {lemma_7114} {wp_▁localisation}	[{11976}, {11976}, {11965}, {11976}, {11976}, {11965}]	0.3463687150837989	{wp_▁localisation} {lemma_7114} {form_Dynamiques,lemma_7114} {wp_▁localisation} {wp_▁localisation}	[{11965}, {11976}, {11968, 11976}, {11965}, {11965}]	0.3575418994413408
35	{wp_▁localisation} {pos_DET,lemma_7114} {form_Dynamiques,lemma_7114} {wp_▁localisation} {form_2001,wp_▁localisation} {pos_DET,form_RER,lemma_le,wp_▁restés} {wp_▁Historique}	[{11965}, {80, 11976}, {11968, 11976}, {11965}, {11978, 11965}, {80, 12073, 104, 12052}, {11962}]	0.25139664804469275	{wp_▁localisation} {pos_DET} {form_Dynamiques} {wp_▁localisation} {lemma_7114} {wp_▁localisation}	[{11965}, {80}, {11968}, {11965}, {11976}, {11965}]	0.2681564245810056	{wp_▁localisation} {pos_DET,wp_▁restés,lemma_7114} {form_Dynamiques,wp_▁Historique,lemma_7114} {wp_▁localisation} {lemma_7114}	[{11965}, {80, 12052, 11976}, {11968, 11962, 11976}, {11965}, {11976}]	0.25139664804469275	{wp_▁localisation} {pos_DET,lemma_7114} {form_Dynamiques,lemma_7114} {wp_▁localisation} {wp_▁localisation}	[{11965}, {80, 11976}, {11968, 11976}, {11965}, {11965}]	0.3407821229050279	{wp_▁localisation} {pos_DET,lemma_7114} {form_Dynamiques,lemma_7114} {wp_▁localisation} {wp_▁localisation}	[{11965}, {80, 11976}, {11968, 11976}, {11965}, {11965}]	0.3407821229050279	{wp_▁localisation} {pos_DET,lemma_7114} {form_Dynamiques,lemma_7114} {wp_▁localisation} {wp_▁localisation}	[{11965}, {80, 11976}, {11968, 11976}, {11965}, {11965}]	0.3407821229050279	{wp_▁localisation} {pos_DET,lemma_7114} {form_Dynamiques,lemma_7114} {wp_▁localisation} {wp_▁localisation}	[{11965}, {80, 11976}, {11968, 11976}, {11965}, {11965}]	0.3407821229050279
36	{wp_▁localisation} {pos_DET,wp_▁restés,lemma_7114} {form_Dynamiques,lemma_7114} {lemma_de,form_2001,wp_▁localisation} {lemma_7114}	[{11965}, {80, 12052, 11976}, {11968, 11976}, {9, 11978, 11965}, {11976}]	0.3016759776536313	{form_2001,wp_▁localisation} {lemma_7114} {lemma_7114}	[{11978, 11965}, {11976}, {11976}]	114.0	{lemma_7114} {lemma_7114} {form_2001,wp_▁localisation} {pos_DET,wp_▁restés,lemma_7114} {form_Dynamiques,lemma_7114}	[{11976}, {11976}, {11978, 11965}, {80, 12052, 11976}, {11968, 11976}]	0.2737430167597765	{form_2001,wp_▁localisation} {lemma_7114} {lemma_7114}	[{11978, 11965}, {11976}, {11976}]	114.0	{form_2001,wp_▁localisation} {lemma_7114} {lemma_7114}	[{11978, 11965}, {11976}, {11976}]	114.0	{lemma_7114} {lemma_7114} {wp_▁localisation} {form_Dynamiques}	[{11976}, {11976}, {11965}, {11968}]	0.48044692737430167	{lemma_7114} {lemma_7114} {wp_▁localisation} {form_Dynamiques,lemma_7114}	[{11976}, {11976}, {11965}, {11968, 11976}]	0.4301675977653631
37	{wp_▁localisation} {pos_DET,wp_▁restés,lemma_7114} {form_Dynamiques,lemma_7114} {wp_▁localisation} {form_2001,wp_▁localisation}	[{11965}, {80, 12052, 11976}, {11968, 11976}, {11965}, {11978, 11965}]	0.27932960893854747	{wp_▁localisation} {pos_DET,form_RER,lemma_le,wp_▁restés} {form_Dynamiques} {wp_▁localisation} {wp_▁localisation}	[{11965}, {80, 12073, 104, 12052}, {11968}, {11965}, {11965}]	0.3463687150837989	{form_2001,wp_▁localisation} {lemma_le,form_RER,lemma_7114,pos_DET,wp_▁restés} {form_Dynamiques,lemma_7114} {lemma_de,form_2001,wp_▁de,wp_▁localisation}	[{11978, 11965}, {104, 12073, 11976, 80, 12052}, {11968, 11976}, {9, 11978, 12, 11965}]	0.25139664804469275	{wp_▁localisation} {pos_DET} {form_Dynamiques} {wp_▁localisation}	[{11965}, {80}, {11968}, {11965}]	111.0	{wp_▁localisation} {lemma_le,form_RER,lemma_7114,pos_DET,wp_▁restés} {form_Dynamiques,lemma_7114} {wp_▁localisation}	[{11965}, {104, 12073, 11976, 80, 12052}, {11968, 11976}, {11965}]	93.0	{wp_▁localisation} {pos_DET} {form_Dynamiques} {wp_▁localisation}	[{11965}, {80}, {11968}, {11965}]	111.0	{wp_▁localisation} {pos_DET,wp_▁restés,lemma_7114} {form_Dynamiques,lemma_7114} {wp_▁localisation}	[{11965}, {80, 12052, 11976}, {11968, 11976}, {11965}]	99.0
38	{wp_▁Historique} {wp_▁Historique} {wp_▁localisation} {form_Dynamiques,form_acquisition}	[{11962}, {11962}, {11965}, {11968, 12005}]	0.2737430167597765	{wp_▁Historique} {wp_▁Historique}	[{11962}, {11962}]	127.0	{form_Dynamiques,wp_▁Historique} {wp_▁Historique}	[{11968, 11962}, {11962}]	76.0	{wp_▁Historique} {wp_▁Historique}	[{11962}, {11962}]	127.0	{wp_▁Historique} {wp_▁Historique}	[{11962}, {11962}]	127.0	{wp_▁Historique} {wp_▁Historique}	[{11962}, {11962}]	127.0	{wp_▁Historique} {wp_▁Historique}	[{11962}, {11962}]	127.0
39	{form_Dynamiques} {form_2001,wp_▁localisation} {pos_DET,wp_▁restés,lemma_7114} {lemma_7114,form_acquisition}	[{11968}, {11978, 11965}, {80, 12052, 11976}, {11976, 12005}]	0.2681564245810056	{form_acquisition} {wp_▁localisation} {form_Dynamiques} {wp_▁localisation}	[{12005}, {11965}, {11968}, {11965}]	0.40782122905027934	{form_Dynamiques} {form_2001,wp_▁localisation} {pos_DET,lemma_7114} {form_Dynamiques,form_acquisition,lemma_7114}	[{11968}, {11978, 11965}, {80, 11976}, {11968, 12005, 11976}]	0.25139664804469275	{form_acquisition} {wp_▁localisation} {form_Dynamiques} {wp_▁localisation}	[{12005}, {11965}, {11968}, {11965}]	0.40782122905027934	{form_acquisition} {wp_▁localisation} {form_Dynamiques} {wp_▁localisation}	[{12005}, {11965}, {11968}, {11965}]	0.40782122905027934	{wp_▁localisation} {pos_DET,wp_▁restés,lemma_7114} {lemma_7114} {wp_▁localisation} {form_Dynamiques}	[{11965}, {80, 12052, 11976}, {11976}, {11965}, {11968}]	0.30726256983240224	{wp_▁localisation} {pos_DET,lemma_7114} {lemma_7114} {wp_▁localisation} {form_Dynamiques,lemma_7114}	[{11965}, {80, 11976}, {11976}, {11965}, {11968, 11976}]	0.26256983240223464
40	{wp_▁localisation} {lemma_7114} {wp_▁localisation} {lemma_7114} {lemma_7114}	[{11965}, {11976}, {11965}, {11976}, {11976}]	0.30726256983240224	{wp_▁localisation} {lemma_7114} {lemma_7114}	[{11965}, {11976}, {11976}]	134.0	{lemma_7114,wp_▁Historique} {form_Dynamiques,wp_▁Historique,lemma_7114} {wp_▁localisation} {lemma_7114} {lemma_7114}	[{11976, 11962}, {11968, 11962, 11976}, {11965}, {11976}, {11976}]	0.2569832402234637	{wp_▁localisation} {lemma_7114} {lemma_7114}	[{11965}, {11976}, {11976}]	134.0	{wp_▁localisation} {lemma_7114} {lemma_7114}	[{11965}, {11976}, {11976}]	134.0	{wp_▁localisation} {lemma_7114} {lemma_7114}	[{11965}, {11976}, {11976}]	134.0	{wp_▁localisation} {lemma_7114} {lemma_7114}	[{11965}, {11976}, {11976}]	134.0
41	{lemma_7114} {lemma_7114} {wp_▁localisation} {pos_DET}	[{11976}, {11976}, {11965}, {80}]	67.0	{lemma_7114} {lemma_7114}	[{11976}, {11976}]	146.0	{form_Dynamiques,wp_▁Historique,lemma_7114} {lemma_7114,wp_▁Historique}	[{11968, 11962, 11976}, {11976, 11962}]	102.0	{lemma_7114} {lemma_7114}	[{11976}, {11976}]	146.0	{form_Dynamiques,lemma_7114} {lemma_7114}	[{11968, 11976}, {11976}]	126.0	{lemma_7114} {lemma_7114}	[{11976}, {11976}]	146.0	{lemma_7114} {form_Dynamiques,lemma_7114}	[{11976}, {11968, 11976}]	126.0
42	{lemma_7114} {lemma_7114} {lemma_7114} {wp_▁localisation}	[{11976}, {11976}, {11976}, {11965}]	78.0	{lemma_7114} {lemma_7114} {lemma_7114} {wp_▁localisation} {lemma_7114}	[{11976}, {11976}, {11976}, {11965}, {11976}]	0.2569832402234637	{lemma_7114} {lemma_7114} {wp_▁localisation} {pos_DET,wp_▁restés,lemma_7114} {lemma_7114,form_acquisition}	[{11976}, {11976}, {11965}, {80, 12052, 11976}, {11976, 12005}]	0.25139664804469275	{lemma_7114} {lemma_7114} {wp_▁localisation} {lemma_7114}	[{11976}, {11976}, {11965}, {11976}]	104.0	{lemma_7114} {lemma_7114} {wp_▁localisation} {lemma_7114}	[{11976}, {11976}, {11965}, {11976}]	104.0	{lemma_7114} {lemma_7114} {wp_▁localisation} {lemma_7114}	[{11976}, {11976}, {11965}, {11976}]	104.0	{lemma_7114} {lemma_7114} {wp_▁localisation} {lemma_7114}	[{11976}, {11976}, {11965}, {11976}]	104.0
43	{wp_▁localisation} {form_2001,wp_▁localisation} {lemma_le,form_RER,lemma_7114,pos_DET,wp_▁restés} {lemma_7114}	[{11965}, {11978, 11965}, {104, 12073, 11976, 80, 12052}, {11976}]	0.3463687150837989	{lemma_7114} {wp_▁localisation} {wp_▁localisation} {wp_▁localisation}	[{11976}, {11965}, {11965}, {11965}]	0.3407821229050279	{form_2001,wp_▁localisation} {wp_▁le,lemma_le,form_RER,lemma_7114,pos_DET,wp_▁restés,wp_▁Historique} {form_Dynamiques,wp_▁Historique,lemma_7114} {wp_▁localisation}	[{11978, 11965}, {229, 104, 12073, 11976, 80, 12052, 11962}, {11968, 11962, 11976}, {11965}]	0.3016759776536313	{wp_▁localisation} {pos_DET,wp_▁restés,lemma_7114} {lemma_7114} {wp_▁localisation}	[{11965}, {80, 12052, 11976}, {11976}, {11965}]	102.0	{lemma_le,form_RER,lemma_7114,pos_DET,wp_▁restés} {lemma_7114} {wp_▁localisation}	[{104, 12073, 11976, 80, 12052}, {11976}, {11965}]	106.0	{wp_▁localisation} {pos_DET,wp_▁restés,lemma_7114} {lemma_7114} {wp_▁localisation}	[{11965}, {80, 12052, 11976}, {11976}, {11965}]	102.0	{wp_▁localisation} {pos_DET,wp_▁restés,lemma_7114} {lemma_7114} {wp_▁localisation}	[{11965}, {80, 12052, 11976}, {11976}, {11965}]	102.0
44	{pos_DET,wp_▁restés} {form_Dynamiques} {wp_▁localisation} {lemma_de,form_2001,wp_▁localisation}	[{80, 12052}, {11968}, {11965}, {9, 11978, 11965}]	0.2737430167597765	{pos_DET} {form_Dynamiques} {wp_▁localisation} {form_2001,wp_▁localisation}	[{80}, {11968}, {11965}, {11978, 11965}]	0.3128491620111732	{lemma_le,form_RER,lemma_7114,pos_DET,wp_▁restés,wp_▁Historique} {form_Dynamiques} {wp_▁localisation} {form_Dynamiques,lemma_7114}	[{104, 12073, 11976, 80, 12052, 11962}, {11968}, {11965}, {11968, 11976}]	0.26256983240223464	{pos_DET} {form_Dynamiques} {wp_▁localisation} {lemma_7114}	[{80}, {11968}, {11965}, {11976}]	96.0	{pos_DET} {form_Dynamiques} {wp_▁localisation} {lemma_7114}	[{80}, {11968}, {11965}, {11976}]	96.0	{form_Dynamiques} {wp_▁localisation} {form_Dynamiques,lemma_7114}	[{11968}, {11965}, {11968, 11976}]	0.5921787709497207	{form_Dynamiques} {wp_▁localisation} {form_Dynamiques,lemma_7114}	[{11968}, {11965}, {11968, 11976}]	0.5921787709497207
45	{pos_DET,wp_▁restés} {form_Dynamiques} {form_2001,wp_▁localisation} {lemma_7114}	[{80, 12052}, {11968}, {11978, 11965}, {11976}]	89.0	{pos_DET,form_RER,lemma_le,wp_▁restés} {form_Dynamiques} {form_2001,wp_▁localisation} {lemma_7114} {lemma_7114}	[{80, 12073, 104, 12052}, {11968}, {11978, 11965}, {11976}, {11976}]	0.2737430167597765	{form_2001,wp_▁localisation} {wp_▁le,lemma_le,form_RER,lemma_7114,pos_DET,wp_▁restés,wp_▁Historique}	[{11978, 11965}, {229, 104, 12073, 11976, 80, 12052, 11962}]	69.0	{form_2001,wp_▁localisation} {pos_DET,form_RER,lemma_le,wp_▁restés}	[{11978, 11965}, {80, 12073, 104, 12052}]	128.0	{pos_DET,form_RER,lemma_le,wp_▁restés}	[{80, 12073, 104, 12052}]	138.0	{pos_DET,wp_▁restés} {form_Dynamiques}	[{80, 12052}, {11968}]	132.0	{pos_DET,wp_▁restés} {form_Dynamiques}	[{80, 12052}, {11968}]	132.0
